A,HA10-19,HLD,UK	30600 	30590 	28690 	28550 	28460 	: 	: 
A,HA100-249,HLD,AT	2250 	2540 	2440 	2260 	2390 	2170 	2260 
A,HA100-249,HLD,BE	1720 	1870 	2130 	2080 	2340 	2580 	: 
A,HA100-249,HLD,BG	1590 	1800 	2300 	2700 	2720 	3980 	3860 i
A,HA100-249,HLD,CH	80 	90 	110 	: 	190 	280 	: 
A,HA100-249,HLD,CY	90 	120 	110 	90 	110 	140 	180 
A,HA100-249,HLD,CZ	1680 	1670 	1770 	1940 	1980 	2230 	2940 
A,HA100-249,HLD,DE	23250 	24580 	25740 	26780 	27870 	28710 	29050 
A,HA100-249,HLD,DK	6340 	6580 	6110 	5680 	5230 	4640 	: 
A,HA100-249,HLD,EE	730 	860 	940 	980 	1020 	1020 	1170 
A,HA100-249,HLD,EL	1250 	1130 	1330 	1290 	970 	930 	880 
A,HA100-249,HLD,ES	35320 	36220 	37140 	38170 	38070 	39540 	40280 i
A,HA100-249,HLD,EU27_2020	: 	205840 	219630 	226620 	233580 	247530 	: 
A,HA100-249,HLD,FI	2570 	3030 	3630 	4180 	4540 	5330 	: 
A,HA100-249,HLD,FR	78470 	81210 	83500 	85860 	87160 	87710 	87330 
A,HA100-249,HLD,HR	: 	450 	680 	1070 	1340 	1210 	1220 
A,HA100-249,HLD,HU	3700 	4080 	4630 	4650 	5460 	6510 	7520 
A,HA100-249,HLD,IE	3710 	4190 	4290 	4350 	4490 	5360 	: 
A,HA100-249,HLD,IS	: 	: 	620 	: 	: 	240 	: 
A,HA100-249,HLD,IT	10120 	10230 	12520 	12200 	14040 	15060 	: 
A,HA100-249,HLD,LT	1680 	2010 	2630 	3260 	3740 	4060 	4130 i
A,HA100-249,HLD,LU	350 	390 	410 	430 	450 	480 	480 
A,HA100-249,HLD,LV	1320 	1490 	1640 	1780 	1990 	2290 	: 
A,HA100-249,HLD,ME	: 	: 	360 	: 	: 	: 	: 
A,HA100-249,HLD,MK	: 	: 	: 	60 	: 	: 	: 
A,HA100-249,HLD,NL	1640 	1810 	2030 	2210 	2450 	2830 	3010 
A,HA100-249,HLD,NO	300 	400 	490 	620 	720 	900 	: 
A,HA100-249,HLD,PL	4300 	4900 	6350 	7730 	8860 	10560 	: 
A,HA100-249,HLD,PT	3140 	3000 	3390 	3460 	3590 	4160 	3990 
A,HA100-249,HLD,RO	3620 	4350 	6720 	6300 	5710 	9230 	9200 
A,HA100-249,HLD,RS	: 	: 	1390 	: 	: 	: 	: 
A,HA100-249,HLD,SE	6630 	6520 	6390 	6230 	6120 	5760 	5560 
A,HA100-249,HLD,SI	60 	70 	70 	80 	90 	110 	: 
A,HA100-249,HLD,SK	610 	730 	760 	840 	870 	940 	990 
A,HA100-249,HLD,UK	28480 	28570 	28280 	29090 	27330 	: 	: 
A,HA2-4,HLD,AT	36130 	35340 	30220 	27670 	26410 	15210 	10120 
A,HA2-4,HLD,BE	6190 	5580 	4450 	3460 	3220 	2990 	: 
A,HA2-4,HLD,BG	40490 	39240 	30390 	27810 	20090 	22280 	15730 i
A,HA2-4,HLD,CH	5620 	5260 	4880 	: 	3880 	3430 	: 
A,HA2-4,HLD,CY	8140 	7170 	5620 	5260 	4850 	5410 	4710 
A,HA2-4,HLD,CZ	7140 	6380 	1260 	1880 	1890 	2720 	3290 
A,HA2-4,HLD,DE	61080 	58730 	11690 	9720 	9140 	7990 	7390 
A,HA2-4,HLD,DK	790 	750 	950 	870 	340 	4430 	: 
A,HA2-4,HLD,EE	7700 	5440 	4250 	4140 	3240 	720 	690 
A,HA2-4,HLD,EL	223360 	228630 	183820 	179470 	176610 	140230 	140800 
A,HA2-4,HLD,ES	264110 	262730 	232800 	232440 	230340 	200830 	177050 i
A,HA2-4,HLD,EU27_2020	: 	3019340 	2468020 	2299130 	2236520 	1925860 	: 
A,HA2-4,HLD,FI	4450 	4540 	4340 	2150 	990 	560 	: 
A,HA2-4,HLD,FR	67490 	61180 	62690 	56280 	54410 	34500 	28620 
A,HA2-4,HLD,HR	: 	46800 	57450 	48220 	40840 	42770 	41710 
A,HA2-4,HLD,HU	57340 	47490 	46060 	42550 	42110 	41470 	38490 
A,HA2-4,HLD,IE	7440 	6690 	7380 	7390 	7640 	6090 	: 
A,HA2-4,HLD,IS	: 	: 	20 	: 	: 	: @C	: 
A,HA2-4,HLD,IT	417250 	397120 	357670 	313930 	318400 	275700 	: 
A,HA2-4,HLD,LT	103400 	107530 	84830 	67100 	52680 	40560 	37240 i
A,HA2-4,HLD,LU	250 	170 	160 	140 	140 	120 	140 
A,HA2-4,HLD,LV	31270 	25290 	18390 	16150 	11950 	16880 	: 
A,HA2-4,HLD,ME	: 	: 	7630 	: 	: 	: 	: 
A,HA2-4,HLD,MK	: 	: 	: 	31750 	: 	: 	: 
A,HA2-4,HLD,MT	970 	820 	1120 	1110 	1190 	1070 	970 
A,HA2-4,HLD,NL	11680 	10910 	11000 	9860 	5570 	5350 	5260 
A,HA2-4,HLD,NO	4170 	3640 	3410 	3490 	3390 	3190 	: 
A,HA2-4,HLD,PL	532990 	580230 	468200 	444220 	461600 	434350 	: 
A,HA2-4,HLD,PT	84080 	71390 	77060 	68450 	66620 	72760 	68860 
A,HA2-4,HLD,RO	1014110 	965590 	727390 	691260 	660000 	519440 	519020 
A,HA2-4,HLD,RS	: 	: 	185090 	: 	: 	: 	: 
A,HA2-4,HLD,SE	10000 	9740 	7630 	6320 	5340 	5050 	5050 
A,HA2-4,HLD,SI	27860 	25850 	24920 	24810 	24050 	22910 	: 
A,HA2-4,HLD,SK	5650 	8000 	6290 	6450 	6880 	3490 	3640 
A,HA2-4,HLD,UK	33840 	16100 	8020 	8240 	10780 	: 	: 
A,HA20-29,HLD,AT	18820 	18240 	17110 	16680 	15110 	15190 	14370 
A,HA20-29,HLD,BE	6200 	5650 	5080 	4930 	4670 	4480 	: 
A,HA20-29,HLD,BG	1570 	1940 	2950 	3210 	3900 	5690 	5310 i
A,HA20-29,HLD,CH	11760 	11640 	11400 	: 	10880 	10990 	: 
A,HA20-29,HLD,CY	430 	430 	370 	310 	310 	400 	380 
A,HA20-29,HLD,CZ	2130 	2130 	2060 	2360 	2370 	2320 	2460 
A,HA20-29,HLD,DE	37070 	33970 	30970 	28920 	26660 	25050 	23980 
A,HA20-29,HLD,DK	6200 	4840 	4310 	3950 	3500 	2970 	: 
A,HA20-29,HLD,EE	1650 	1700 	1480 	1400 	1170 	1000 	860 
A,HA20-29,HLD,EL	16480 	17750 	14670 	15080 	13380 	13460 	13870 
A,HA20-29,HLD,ES	57550 	59150 	53010 	51550 	50190 	50450 	48070 i
A,HA20-29,HLD,EU27_2020	: 	382930 	364710 	357040 	345390 	341930 	: 
A,HA20-29,HLD,FI	11970 	10960 	9730 	8230 	7200 	6150 	: 
A,HA20-29,HLD,FR	40350 	36860 	33280 	31610 	27470 	24170 	20990 
A,HA20-29,HLD,HR	: 	3210 	4400 	3880 	3160 	3500 	3790 
A,HA20-29,HLD,HU	7570 	6240 	7950 	8350 	8450 	8240 	9220 
A,HA20-29,HLD,IE	22520 	24090 	24690 	24570 	24290 	23000 	: 
A,HA20-29,HLD,IS	: 	: 	40 	: 	: 	90 	: 
A,HA20-29,HLD,IT	44120 	42430 	46690 	44690 	47180 	45120 	: 
A,HA20-29,HLD,LT	9020 	7540 	6640 	6520 	6880 	6160 	5130 i
A,HA20-29,HLD,LU	130 	130 	120 	120 	110 	100 	90 
A,HA20-29,HLD,LV	6540 	6420 	5670 	5320 	4990 	3690 	: 
A,HA20-29,HLD,ME	: 	: 	330 	: 	: 	: 	: 
A,HA20-29,HLD,MK	: 	: 	: 	380 	: 	: 	: 
A,HA20-29,HLD,MT	: @C	: @C	10 	10 	10 	: @C	5 
A,HA20-29,HLD,NL	9150 	8350 	7540 	6890 	6280 	5600 	5280 
A,HA20-29,HLD,NO	10190 	9540 	8440 	7690 	6970 	6130 	: 
A,HA20-29,HLD,PL	62860 	64400 	59970 	62040 	60820 	61340 	: 
A,HA20-29,HLD,PT	7150 	6720 	6420 	6750 	7150 	7000 	7210 
A,HA20-29,HLD,RO	10130 	9550 	9730 	10260 	10990 	18160 	18560 
A,HA20-29,HLD,RS	: 	: 	7720 	: 	: 	: 	: 
A,HA20-29,HLD,SE	8200 	7660 	7140 	6590 	5960 	5450 	4950 
A,HA20-29,HLD,SI	1710 	1890 	2020 	2050 	2180 	2120 	: 
A,HA20-29,HLD,SK	520 	680 	730 	770 	1000 	1100 	1080 
A,HA20-29,HLD,UK	19660 	19750 	17890 	17460 	18000 	: 	: 
A,HA30-49,HLD,AT	15380 	15090 	15150 	14660 	15520 	16080 	16030 
A,HA30-49,HLD,BE	8110 	7690 	7090 	6810 	6480 	6150 	: 
A,HA30-49,HLD,BG	1330 	1630 	3060 	3410 	4340 	6650 	6170 i
A,HA30-49,HLD,CH	6440 	6710 	6980 	: 	7740 	7340 	: 
A,HA30-49,HLD,CY	360 	360 	290 	290 	280 	360 	330 
A,HA30-49,HLD,CZ	2240 	2330 	2310 	2370 	2380 	2570 	2830 
A,HA30-49,HLD,DE	51390 	47970 	45100 	42530 	39780 	36010 	34530 
A,HA30-49,HLD,DK	7250 	5630 	4900 	4360 	3830 	3340 	: 
A,HA30-49,HLD,EE	1300 	1320 	1170 	1180 	1120 	1040 	930 
A,HA30-49,HLD,EL	11730 	12500 	10850 	11120 	10030 	10180 	10540 
