A,TOTAL,TOTAL,A6111,HLD,FR	56100 	45460 	30790 	15680 	7900 	3580 	4810 
A,TOTAL,TOTAL,A6111,HLD,HR	: 	15800 	13080 	6430 	4570 	2570 	1520 
A,TOTAL,TOTAL,A6111,HLD,HU	20490 	17300 	24250 	20920 	13620 	6120 	3250 
A,TOTAL,TOTAL,A6111,HLD,IE	0 	0 	0 	0 	0 	0 	: 
A,TOTAL,TOTAL,A6111,HLD,IS	: 	: 	: 	: 	: 	0 	: 
A,TOTAL,TOTAL,A6111,HLD,IT	26870 	25610 	7470 	5180 	4220 	15040 	: 
A,TOTAL,TOTAL,A6111,HLD,LT	25530 	15430 	8600 	5900 	6070 	4240 	3090 i
A,TOTAL,TOTAL,A6111,HLD,LU	210 	150 	130 	120 	100 	70 	50 
A,TOTAL,TOTAL,A6111,HLD,LV	12970 	9320 	520 	680 	760 	1870 	: 
A,TOTAL,TOTAL,A6111,HLD,ME	: 	: 	150 	: 	: 	: 	: 
A,TOTAL,TOTAL,A6111,HLD,MK	: 	: 	: 	1950 	: 	: 	: 
A,TOTAL,TOTAL,A6111,HLD,MT	1480 	1270 	930 	1220 	850 	480 	230 
A,TOTAL,TOTAL,A6111,HLD,NL	110 	100 	70 	50 	40 	30 	30 
A,TOTAL,TOTAL,A6111,HLD,NO	480 	450 	430 	390 	300 	0 	: 
A,TOTAL,TOTAL,A6111,HLD,PL	196230 	195770 	94510 	74550 	56760 	28090 	: 
A,TOTAL,TOTAL,A6111,HLD,PT	59080 	50330 	54640 	44790 	39170 	22590 	23420 
A,TOTAL,TOTAL,A6111,HLD,RO	61160 	35480 	48310 	35640 	44800 	25780 	24890 
A,TOTAL,TOTAL,A6111,HLD,RS	: 	: 	9970 	: 	: 	: 	: 
A,TOTAL,TOTAL,A6111,HLD,SE	0 	0 	0 	0 	: 	0 	0 
A,TOTAL,TOTAL,A6111,HLD,SI	7300 	6620 	5910 	7500 	7590 	3060 	: 
A,TOTAL,TOTAL,A6111,HLD,SK	5470 	5650 	1040 	1390 	1520 	610 	580 
A,TOTAL,TOTAL,A6111,HLD,UK	: 	: 	0 	0 	0 	: 	: 
A,TOTAL,TOTAL,A6710R,HLD,AT	0 	0 	4730 	0 	: 	4490 	4560 
A,TOTAL,TOTAL,A6710R,HLD,BE	380 	320 	270 	: 	: 	0 	: 
A,TOTAL,TOTAL,A6710R,HLD,BG	25960 	21270 	23980 	15750 	14750 	11240 	11910 i
A,TOTAL,TOTAL,A6710R,HLD,CH	3120 	2860 	1160 	: 	2200 	2400 	: 
A,TOTAL,TOTAL,A6710R,HLD,CY	240 	240 	220 	260 	270 	330 	350 
A,TOTAL,TOTAL,A6710R,HLD,CZ	1440 	1360 	530 	930 	1070 	540 	730 
A,TOTAL,TOTAL,A6710R,HLD,DE	: 	: 	: 	: 	: 	0 	0 
A,TOTAL,TOTAL,A6710R,HLD,DK	0 	0 	650 	680 	730 	320 	: 
A,TOTAL,TOTAL,A6710R,HLD,EE	2730 	2420 	2120 	1650 	1400 	740 	730 
A,TOTAL,TOTAL,A6710R,HLD,EL	11280 	10330 	10550 	9330 	9020 	8700 	9440 
A,TOTAL,TOTAL,A6710R,HLD,ES	12160 	12360 	8100 	7870 	8940 	6680 	6920 i
A,TOTAL,TOTAL,A6710R,HLD,EU27_2020	: 	193760 	177620 	146810 	147120 	150320 	: 
A,TOTAL,TOTAL,A6710R,HLD,FI	0 	0 	0 	: 	: 	0 	: 
A,TOTAL,TOTAL,A6710R,HLD,FR	12640 	10430 	12560 	10420 	8940 	4430 	4320 
A,TOTAL,TOTAL,A6710R,HLD,HR	: 	3450 	3960 	5560 	5820 	8630 	7280 
A,TOTAL,TOTAL,A6710R,HLD,HU	9140 	8770 	10510 	11590 	13840 	6630 	4470 
A,TOTAL,TOTAL,A6710R,HLD,IE	0 	0 	0 	: 	0 	0 	: 
A,TOTAL,TOTAL,A6710R,HLD,IS	: 	: 	: 	: 	: 	0 	: 
A,TOTAL,TOTAL,A6710R,HLD,IT	7350 	7280 	6400 	3690 	4750 	22610 	: 
A,TOTAL,TOTAL,A6710R,HLD,LT	11010 	12790 	8490 	7710 	9410 	10510 	9680 i
A,TOTAL,TOTAL,A6710R,HLD,LU	30 	30 	30 	20 	30 	30 	30 
